,Unnamed: 0,Geographic Area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
340,340,AL,Midway,24514,58.3,43.1,10.6,89,0,0,0.6
341,341,AL,Mignon,32452,75.2,26,64.9,27.1,0.1,0.5,6.9
342,342,AL,Millbrook,58330,91.3,11.6,74.2,21.6,0.4,0.8,2.8
343,343,AL,Millerville,24861,70.7,8.8,91.7,7.6,0,0.7,0
344,344,AL,Millport,32443,79.6,22.4,64.7,33.7,0.1,0,1
345,345,AL,Millry,37813,86.1,26,60.4,37.9,0.5,0.2,0.4
346,346,AL,Minor,45000,88.9,10.8,77.6,20.9,0.3,0,1.5
347,347,AL,Mobile,38776,86.9,23.3,45,50.6,0.3,1.8,2.4
348,348,AL,Monroeville,30678,82.3,36.7,42.1,55.7,0.3,0.3,0.8
349,349,AL,Montevallo,34760,86.6,25.5,70.2,24.6,0.3,0.6,5.7
350,350,AL,Montgomery,42927,85.5,24.1,37.3,56.6,0.2,2.2,3.9
351,351,AL,Moody,61049,87.9,9.9,88.2,7.8,0.3,1.4,2.1
352,352,AL,Moores Mill,63911,91,11.1,70.9,22.6,1.1,1.5,2.4
353,353,AL,Mooresville,99375,83.1,0,94.3,5.7,0,0,0
354,354,AL,Morris,70043,84.9,5.8,97.7,1,0.1,0.3,1.1
355,355,AL,Morrison Crossroads,21169,93.8,9.5,92.7,2.3,0,0.5,5.5
356,356,AL,Mosses,15240,60.4,55.8,1.5,97.9,0,0,1.8
357,357,AL,Moulton,28843,79.2,24.3,78.2,13.1,4.1,0.4,1.6
358,358,AL,Moundville,39719,77.3,18.7,56.2,40.4,0.7,0.7,1.8
359,359,AL,Mountain Brook,126534,99.5,3,97.2,1,0.1,0.9,1
360,360,AL,Mount Olive CDP (Coosa,(X),87.3,1.7,74.9,23.2,0.5,0,0.5
361,361,AL,Mount Olive CDP (Jefferson,73345,92.5,11,97.7,1,0.2,0.3,0.5
362,362,AL,Mount Vernon,40750,80.8,31.3,23.4,73.6,1.7,0.1,0.7
363,363,AL,Movico,(X),81.9,12.9,2.6,96.7,0.3,0,0
364,364,AL,Mulga,34886,72,30.5,81,16.9,0.1,0,0.6
365,365,AL,Munford,34034,87.3,18.8,82.4,15.6,0.5,0,1
366,366,AL,Muscle Shoals,48896,88.7,10.7,80.6,15.3,0.3,0.9,2.7
367,367,AL,Myrtlewood,35000,72.5,7,85.4,13.8,0,0,3.1
368,368,AL,Nanafalia,(X),94,29.7,57.4,40.4,0,0,0
369,369,AL,Nances Creek,51196,79.1,0,98.8,0,0.5,0,0.7
370,370,AL,Napier Field,32000,80.2,21.7,79.7,16.1,1.7,1.7,2
371,371,AL,Natural Bridge,(X),65.7,2.3,100,0,0,0,0
372,372,AL,Nauvoo,27000,67.2,26.2,99.1,0,0,0.5,2.7
373,373,AL,Nectar,35313,78.3,18.3,95.7,2,0.6,0.6,4.6
374,374,AL,Needham,56458,83.7,1.9,98.9,0,1.1,0,0
375,375,AL,Newbern,18750,74.6,35,31.7,67.2,0,0,2.2
376,376,AL,New Brockton,41066,79.8,20.9,70.1,21,5.5,0.5,2.5
377,377,AL,New Hope,44224,84.3,14.8,93.7,0.2,2.5,0.3,1.4
378,378,AL,New Market,59653,86.9,0,88.5,6.7,1.4,0.2,4.4
379,379,AL,New Site,42143,82.1,9.6,85.8,12.5,0.4,0,0.8
380,380,AL,Newton,41198,82.3,17.7,83.6,13,0.7,0.5,1.5
381,381,AL,New Union,36429,84,27.9,95,0.2,0.3,0,4.2
382,382,AL,Newville,31172,73,21,53.4,40.1,0,0,8.3
383,383,AL,North Courtland,24097,71.3,22.4,2.4,96.7,0,0,0
384,384,AL,North Johns,39750,75.6,11.7,49.7,46.2,4.1,0,0
385,385,AL,Northport,53650,90.2,13.7,68.4,26.9,0.3,1.1,4.1
386,386,AL,Notasulga,37273,80.7,29.5,65,33.3,0.1,0.1,0.8
387,387,AL,Oak Grove,40972,73,13.1,91.3,7,0,0.8,1.1
388,388,AL,Oak Hill,(X),27.3,72.7,30.8,69.2,0,0,0
389,389,AL,Oakman,40469,72.2,21.4,80.9,18.4,0.1,0,0.1
390,390,AL,Odenville,51518,76.4,16.2,94.2,2.3,0.3,0.7,2.1
391,391,AL,Ohatchee,51688,82,14.8,94.1,3.2,0.6,0,0.6
392,392,AL,Oneonta,36852,73.9,12.8,84.1,6,0.5,0.5,15.9
393,393,AL,Onycha,22917,60.5,23.4,95.7,0,0,0,0
394,394,AL,Opelika,40489,83.7,23,50.6,43.5,0.3,1.7,4.4
395,395,AL,Opp,34695,77.4,25.9,80.9,16.7,0.6,0.3,0.9
396,396,AL,Orange Beach,57535,92.6,10.5,94.3,0.6,0.7,0.8,2.6
397,397,AL,Orrville,16250,71.4,37.3,37.7,62.3,0,0,0
398,398,AL,Our Town,38125,78.6,0,85.5,12.8,1.4,0,0.5
399,399,AL,Owens Cross Roads,51750,86.7,9.5,91.5,3.6,1,0.3,2.2
400,400,AL,Oxford,51375,83.5,11.7,80.5,12.6,0.4,1.1,6.6
401,401,AL,Ozark,37813,82.5,23.1,64.8,30.2,0.7,0.9,3.2
402,402,AL,Paint Rock,23036,77.5,35.6,92.4,1,1.9,0,0
403,403,AL,Panola,(X),38.1,40.6,2.1,97.9,0,0,0
404,404,AL,Parrish,29335,75.3,15.8,70.6,26,0.5,0.5,0.5
405,405,AL,Pelham,67907,92.2,4.6,81.2,7.5,0.3,2.4,14.9
406,406,AL,Pell City,41944,86.5,20.8,80.8,15.6,0.3,0.8,2.3
407,407,AL,Pennington,(X),69.9,34.9,50.2,49.8,0,0,0
408,408,AL,Penton,30417,51.2,30.9,69.7,24.9,0,0,4.5
409,409,AL,Perdido Beach,47222,86.3,17.7,96.2,0.2,0.2,0.2,2.1
410,410,AL,Peterman,28009,97.2,14.2,86.5,9,1.1,0,0
411,411,AL,Petrey,38750,86.5,0,91.4,8.6,0,0,0
412,412,AL,Phenix City,36698,84.8,21,48.7,46.6,0.3,0.7,4
413,413,AL,Phil Campbell,25852,78.5,34.4,95.2,0.2,0.4,0,4
414,414,AL,Pickensville,31607,70,22.4,36.2,63.5,0.3,0,0
415,415,AL,Piedmont,28884,76.8,25.6,87,10,0.5,0.1,1.3
416,416,AL,Pike Road,97500,95.8,2.3,68.5,28.7,0.1,1.4,1.3
417,417,AL,Pinckard,31042,88.6,13,83.8,12.7,0.6,0.5,1.7
418,418,AL,Pine Apple,46250,81.5,21,73.5,24.2,0.8,0.8,0
419,419,AL,Pine Hill,30682,89.1,48.5,45.8,53.2,0.4,0.1,0.7
420,420,AL,Pine Level,56125,90.5,9.6,92,4.6,0.2,0.5,1.7
421,421,AL,Pine Ridge,24286,54.6,44.7,87.2,1.8,0,0,20.9
422,422,AL,Pinson,59909,93.2,5.8,79,17,0.2,0.4,3.7
423,423,AL,Pisgah,26635,78.7,31.9,96.4,0.1,1.5,0.3,0.4
424,424,AL,Pleasant Grove,63302,91.1,6.4,53.7,44.8,0.3,0.2,0.6
425,425,AL,Pleasant Groves,46875,85,8.2,95.2,0,2.6,0,0.5
426,426,AL,Point Clear,47200,89.1,12.1,58.8,39.6,0,0.6,0.9
427,427,AL,Pollard,31607,82.3,24.2,59.1,27.7,0.7,0,21.2
428,428,AL,Powell,30903,61.2,31.5,92.3,2.3,1.2,0,4.3
429,429,AL,Prattville,55297,89.9,11.5,78.5,16.7,0.4,1.4,3.1
430,430,AL,Priceville,84375,91,5.8,93.7,1.9,0.7,1,2.2
431,431,AL,Prichard,23785,78.5,36.3,12.5,85.8,0.4,0.1,0.8
432,432,AL,Providence,40208,90.5,10.8,81.2,13,0,0,3.1
433,433,AL,Putnam,(X),72.8,30,23.3,72.5,2.6,0,0
434,434,AL,Ragland,38571,73.9,17,82.8,15.4,0.1,0.1,0.3
435,435,AL,Rainbow City,49338,92.5,17.7,87.4,7.2,0.4,2.6,2.4
436,436,AL,Rainsville,39691,82.3,16.7,95.1,0.2,0.9,0.2,3.8
437,437,AL,Ranburne,50909,86.5,5.8,99,0,0.2,0,0.2
438,438,AL,Ray,45909,82.9,5.8,65.9,16.3,0.2,1.1,17.4
439,439,AL,Red Bay,29076,77.1,29.9,92.5,1.2,0.3,0.1,5.1
440,440,AL,Redland,75139,91.8,5.9,82.6,12.9,0.3,1.7,2.3
441,441,AL,Red Level,38571,79.2,17.6,90.8,9,0,0,0.8
442,442,AL,Redstone Arsenal,60893,94,9.8,69.1,20.8,1.2,1.7,10.7
443,443,AL,Reece City,43261,85.6,13.7,93.4,2,1.1,0.9,0.8
444,444,AL,Reeltown,74688,78.5,0,82.4,15.1,0.1,0.1,2.7
445,445,AL,Reform,20136,79.4,39.9,50.6,48.2,0.1,0,0.9
446,446,AL,Rehobeth,47108,84.9,9.5,95.9,1.5,0.8,0.2,2.5
447,447,AL,Repton,23125,58,34.6,53.9,43.6,0,0,0.4
448,448,AL,Ridgeville,20625,69.6,35.9,32.1,58.9,0,1.8,6.3
449,449,AL,River Falls,28977,64.6,20.5,60.8,35,0.8,0,1.5
450,450,AL,Riverside,61417,87,4.8,87.5,10.6,0.2,0.7,1.1
451,451,AL,Riverview,37222,75.5,15.9,99.5,0,0,0,1.6
452,452,AL,Roanoke,34956,77.2,20.3,57.6,40.5,0.2,0.6,1.2
453,453,AL,Robertsdale,47364,79.9,10.6,85.3,5.4,0.8,0.5,9.2
454,454,AL,Rock Creek,52227,85.2,8.1,97.5,0.8,0.7,0.1,0
455,455,AL,Rockford,22778,68.4,38.1,62.5,37.5,0,0,1.3
456,456,AL,Rock Mills,(X),70.4,36.7,97.3,1.5,0,0,1.8
457,457,AL,Rockville,-,64.7,0,97.7,2.3,0,0,2.3
458,458,AL,Rogersville,36346,81.9,28.7,91.2,6.1,1,0.6,1.7
459,459,AL,Rosa,44808,81.3,11.4,95.6,0.3,0,0,4.4
460,460,AL,Russellville,29859,68.9,34.4,68.5,9.2,0.8,0.3,26
461,461,AL,Rutledge,39688,69.8,13.5,73.7,22.9,0,1.1,2.1
462,462,AL,St. Florian,62500,91.7,5,97.1,2.4,0,0,0.2
463,463,AL,St. Stephens,42500,88.2,25.9,63,36,0,0.4,0.6
464,464,AL,Saks,42070,78.6,17.9,75.7,19.4,0.4,0.8,3.4
465,465,AL,Samson,22556,65.7,39.6,73.3,17.9,1.1,0.4,8.3
466,466,AL,Sand Rock,44375,80.8,5.9,97.5,0,0.7,0,2.9
467,467,AL,Sanford,33333,73.1,17.5,97.1,0.4,0.4,0,1.2
468,468,AL,Saraland,52621,85.4,11.2,83.7,12,0.8,0.6,2.5
469,469,AL,Sardis City,51681,88.7,12.5,98.2,0.4,0.1,0.4,0.7
470,470,AL,Satsuma,59311,91.8,10.3,88.7,7.9,1.2,0.6,1.1
471,471,AL,Scottsboro,38007,81.8,16,89.8,4.6,0.8,0.8,3.5
472,472,AL,Section,30278,76.6,25.9,95.5,0,1.6,0.6,0.9
473,473,AL,Selma,22414,77.8,41.9,18,80.3,0.2,0.6,0.6
474,474,AL,Selmont-West Selmont,23015,78.1,45.5,4.5,93.9,0.1,0,1.5
475,475,AL,Sheffield,34205,79.5,25,69.7,26.8,0.3,0.3,2.3
476,476,AL,Shelby,45139,78.9,36.8,90.4,6.9,0.2,0.2,2.3
477,477,AL,Shiloh,36250,75.6,13.7,95.3,1.5,2.9,0,0.7
478,478,AL,Shoal Creek,114018,99.6,2.6,92.4,4.8,0.1,2.2,1.4
479,479,AL,Shorter,38409,68.4,12.9,18.8,79.5,0,0.6,1.1
480,480,AL,Silas,27875,66,49,71,29,0,0,0
481,481,AL,Silverhill,40921,89.3,7.5,94.3,1.7,0.1,0.3,5.7
482,482,AL,Sims Chapel,86071,100,8.6,71.2,0,24.8,0.7,2
483,483,AL,Sipsey,27393,83.2,15.2,64.1,33.2,0,0.5,0.9
484,484,AL,Skyline,38810,75.4,19.4,95.3,0,2.1,0,2.1
485,485,AL,Slocomb,35512,75.5,17.7,72.2,22.6,0.8,0.1,4.7
486,486,AL,Smiths Station,46354,80.3,13.5,80.3,15.9,0.7,0.5,2.8
487,487,AL,Smoke Rise,86310,92.7,5,98,0.5,0.5,0.1,0.7
488,488,AL,Snead,35000,80.3,11,96.8,0.1,0.5,0.1,1.8
489,489,AL,Somerville,40417,78.4,18.7,94.1,3.3,1.1,0,0.1
490,490,AL,Southside,65946,90.3,4.7,96.5,1.5,0.2,0.7,1.3
491,491,AL,South Vinemont,26141,79.1,32.8,83.2,0.1,1.2,2,23.6
492,492,AL,Spanish Fort,72747,95.8,7.8,91,4.8,0.6,1.4,2.4
493,493,AL,Spring Garden,(X),100,20.7,96.2,2.1,0,0,0
494,494,AL,Springville,73906,91.1,9.3,93.6,4.7,0.3,0.4,0.7
495,495,AL,Spruce Pine,-,76.6,0,97.3,0,0,0,5.9
496,496,AL,Standing Rock,49583,61.4,0,98.2,0.6,0,0,1.2
497,497,AL,Steele,31063,78.7,17.5,94.6,0.4,0.4,0,5.1
498,498,AL,Sterrett,31410,64.1,8.5,94.7,3.9,0,0,0.7
499,499,AL,Stevenson,38053,81.6,24.5,73.8,17.4,1.1,0.4,3.9
500,500,AL,Stewartville,43333,73.7,17.5,95,3.5,0.7,0,0.4
501,501,AL,Sulligent,30050,74,26.4,78.3,19.3,0.1,0,0.8
502,502,AL,Sumiton,42321,85.1,17.6,93.2,4,0.4,0.2,0.8
503,503,AL,Summerdale,39803,85.3,11.2,86.4,5.8,1.4,0.1,5.1
504,504,AL,Susan Moore,40417,75,20.6,89.5,0,0.5,0.4,9.6
505,505,AL,Sweet Water,79375,92.5,1.6,91.1,7.8,0,0,1.2
506,506,AL,Sylacauga,33407,82.5,29.8,66.6,30.2,0.4,0.5,2.3
507,507,AL,Sylvania,46964,83.6,17.9,86.7,0.2,0.8,0.2,11.2
508,508,AL,Sylvan Springs,56630,86.9,5.3,97.3,1.4,0.5,0,0.5
509,509,AL,Talladega,29482,73.9,27.2,47.7,48.7,0.3,0.5,3.4
510,510,AL,Talladega Springs,50833,80.1,12.5,89.8,7.8,0,0,0
511,511,AL,Tallassee,38275,88.9,17.1,72.4,23.4,0.4,0.6,3
512,512,AL,Tarrant,25653,78.6,31.8,39,52.3,0.8,0.3,9
513,513,AL,Taylor,43116,83.6,19.6,87.5,7.2,0.8,0.1,5.2
514,514,AL,Theodore,44284,85.4,12.2,79.7,13.3,1.1,2.4,3.2
515,515,AL,Thomaston,48523,89.3,18.3,44.1,53.2,1.4,0.5,0.2
516,516,AL,Thomasville,36146,82.4,13.3,46.8,51.3,0.2,0.7,1.3
517,517,AL,Thorsby,45478,80.7,19.2,89.7,5.7,0.1,0.6,5.7
518,518,AL,Tibbie,-,100,70.8,87.8,0,7.3,0,4.9
519,519,AL,Tidmore Bend,48466,80.6,12.1,93.4,4.2,0.7,0.2,1
520,520,AL,Tillmans Corner,48290,82.1,17.7,82.2,11.4,0.6,2.1,3.8
521,521,AL,Town Creek,28382,83.2,29.6,52.4,36,2.1,0.1,6.5
522,522,AL,Toxey,23542,85.6,33.5,68.6,31.4,0,0,1.5
523,523,AL,Trafford,28889,80.8,29.1,92.7,6.2,0.2,0,0.9
524,524,AL,Triana,41875,81.4,27.1,21.4,74.4,0.4,0,3.8
525,525,AL,Trinity,73625,93.7,10,88.6,6.7,1.1,0.2,3.3
526,526,AL,Troy,31707,83.7,31.1,55,39,0.4,3.4,2
527,527,AL,Trussville,82108,96.3,4.7,90.3,6.6,0.2,1.6,1.3
528,528,AL,Tuscaloosa,39351,87.3,25.1,53.8,41.5,0.2,1.8,3
529,529,AL,Tuscumbia,41176,86.2,15.3,75.9,21.2,0.4,0.3,1.4
530,530,AL,Tuskegee,26896,83.6,27.6,1.9,95.8,0.1,0.5,1.3
531,531,AL,Twin,41705,77.6,16.5,98,0,0,0,2.8
532,532,AL,Underwood-Petersville,39874,77.1,12.9,91.3,6.2,0.2,0.6,1
533,533,AL,Union,26875,76.2,22.7,3.4,95.4,0.8,0,0.4
534,534,AL,Union Grove,40313,91.7,6.2,93.5,0,0,0,6.5
535,535,AL,Union Springs,30032,57.1,26.8,12.9,71.8,0.2,0.4,17
536,536,AL,Uniontown,14967,66.1,48.4,9.1,90.6,0,0,0.5
537,537,AL,Uriah,23421,83.8,14.7,70.1,20.7,4.1,0.3,2
538,538,AL,Valley,39531,84.9,18.5,64,33,0.1,1.2,1.7
539,539,AL,Valley Grande,55134,85.9,12.3,75.2,23,0.4,0.4,0.5
540,540,AL,Valley Head,30391,75.7,23.2,91.9,1.8,0.9,0.2,3
541,541,AL,Vance,64432,88,9,88.8,7.2,0.4,0.6,5.6
542,542,AL,Vandiver,47171,75.9,12.3,97.9,0.7,0.2,0.1,1.4
543,543,AL,Vernon,30292,81,31.1,79.4,18.1,0.3,0,1.7
544,544,AL,Vestavia Hills,84854,97.3,4.3,90.4,3.8,0.2,3.8,2.5
545,545,AL,Vina,22500,57.3,23.9,94.7,1.1,0.3,0.6,2.2
546,546,AL,Vincent,42692,77.5,10.9,78.7,19.8,0.4,0.1,0.7
547,547,AL,Vinegar Bend,77083,64.5,0,15.1,79.2,2.6,0.5,0
548,548,AL,Vredenburgh,(X),73.5,39,6.7,92.9,0.3,0,1.3
549,549,AL,Wadley,25294,73.9,34.7,57.9,36.2,0.1,0,4.4
550,550,AL,Waldo,32188,75.8,22,63.3,36,0,0,0
551,551,AL,Walnut Grove,38846,68.4,10.3,96.6,0,0.6,0.1,1.6
552,552,AL,Warrior,45396,86.9,18.8,83.1,14.2,0.2,0.4,0.8
553,553,AL,Waterloo,39167,73.6,18.2,99,0.5,0.5,0,0
554,554,AL,Waverly,55417,74.1,10.9,87.6,11.7,0,0,2.8
555,555,AL,Weaver,44851,83.9,5.7,81.4,13.6,0.7,1.1,3
556,556,AL,Webb,35375,78,18.7,74.8,18.7,0.7,0.3,6.2
557,557,AL,Wedowee,26574,70.1,26.7,68.4,30.9,0.4,0.1,1.3
558,558,AL,Weogufka,19792,56.3,43.2,99.3,0,0,0.4,1.1
559,559,AL,West Blocton,36250,79.9,31.6,85.6,13.2,0.4,0.1,0.1
560,560,AL,West End-Cobb Town,35233,68.1,19.6,76.1,20.9,0.5,0.2,1.6
561,561,AL,West Jefferson,45938,88.3,10.2,96.7,1.2,0,0,0.3
562,562,AL,Westover,58906,85.2,13.4,93.6,2.5,0.9,0.5,2.3
563,563,AL,West Point,50329,86.9,14.2,95.6,0,0.7,0.5,6
564,564,AL,Wetumpka,46190,85,10.7,67.9,26.1,0.6,1.1,3.8
565,565,AL,Whatley,-,-,-,72,26.7,0,0.7,2
566,566,AL,White Hall,18462,66.6,42.7,2.4,95.6,0.2,0,0.9
567,567,AL,White Plains,55781,95.7,5,96.7,1.7,0.4,0.2,1.4
568,568,AL,Whitesboro,36736,84.4,25.2,96.7,0.7,0.7,0.3,1.1
569,569,AL,Wilsonville,43456,88,20.3,89.6,7.2,0.4,0.1,2.6
570,570,AL,Wilton,39750,84.6,12,71.5,22.7,0,0.1,4.7
571,571,AL,Winfield,40654,86.8,13.3,92.9,4.5,0.3,0.3,2
572,572,AL,Woodland,34205,86.4,26.6,92.9,2.2,0,0,3.8
573,573,AL,Woodstock,54519,89.5,13.5,94.3,3.4,0.1,0.1,2.1
574,574,AL,Woodville,34444,77.7,25.9,94,0.5,2,0.3,2.3
575,575,AL,Yellow Bluff,16786,62,44.1,0.5,99.5,0,0,0
576,576,AL,York,17399,77.1,46.8,13.6,85.6,0.2,0,1
577,577,AK,Adak,78500,93.4,39.3,19.6,4,5.5,52.5,8.9
578,578,AK,Akhiok,26250,62.5,40.5,8.5,1.4,50.7,1.4,11.3
579,579,AK,Akiachak,38750,76.7,26.1,3.5,0.2,95.1,0.2,0.2
580,580,AK,Akiak,42000,81.3,31.3,5.2,0,92.8,0,0.3
581,581,AK,Akutan,24750,73,16.1,23.3,17.9,5.5,43.3,20.8
582,582,AK,Alakanuk,32917,65.4,44.6,2.1,0,95,0.4,0
583,583,AK,Alatna,-,100,0,2.7,0,97.3,0,0
584,584,AK,Alcan Border,-,100,0,90.9,0,0,0,9.1
585,585,AK,Aleknagik,41875,84,11.6,15.1,0,75.8,0,0
586,586,AK,Aleneva,-,0,0,100,0,0,0,0
587,587,AK,Allakaket,26500,72.9,9.1,1,0,95.2,0,0
588,588,AK,Ambler,42344,78.7,21.4,11.2,0.4,84.5,0,0
589,589,AK,Anaktuvuk Pass,66250,80.9,26.3,7.1,0.3,83.3,0,2.2
590,590,AK,Anchorage,78326,93,8.2,66,5.6,7.9,8.1,7.6
591,591,AK,Anchor Point,51591,93.8,10.1,90.2,0.3,3.8,0.9,2.2
592,592,AK,Anderson,87708,98.6,0,87.8,1.6,2.8,0.8,3.7
593,593,AK,Angoon,32750,86.7,17.8,10.5,0.9,75.8,0,7.8
594,594,AK,Aniak,60500,83.8,19,20.4,0.2,69.5,0,1.2
595,595,AK,Anvik,26563,94.2,16.3,3.5,0,92.9,0,0
596,596,AK,Arctic Village,26250,75,36.6,4.6,0,88.8,0,0
597,597,AK,Atka,50625,89.5,1.5,4.9,0,95.1,0,0
598,598,AK,Atmautluak,50625,70.2,25.6,1.4,0.7,97.8,0,0
599,599,AK,Atqasuk,52500,75.9,23.3,6.9,0,92.3,0,0
600,600,AK,Attu Station,-,100,-,90.5,0,4.8,0,19
601,601,AK,Badger,75917,96.2,4.5,83.8,2.7,4.9,1.7,4.5
602,602,AK,Barrow,76902,84.6,11.7,16.9,1,61.2,9.1,3.1
603,603,AK,Bear Creek,81458,92.5,12.7,80.9,0.6,10.7,1.6,1.8
604,604,AK,Beaver,24000,69.8,30,1.2,0,97.6,0,4.8
605,605,AK,Beluga,(X),66.7,33.3,90,0,10,0,0
606,606,AK,Bethel,76135,85.8,11.4,23.3,0.9,65,2.5,2.2
607,607,AK,Bettles,50000,100,0,75,8.3,0,0,0
608,608,AK,Big Delta,65417,97.6,13,92.6,0.2,2.4,0.3,1.5
609,609,AK,Big Lake,70988,90.4,9.6,86.1,0.2,7,0.5,3.1
610,610,AK,Birch Creek,-,0,100,0,0,100,0,0
611,611,AK,Brevig Mission,32344,78,57.6,4.6,0.5,91.5,0,0.5
612,612,AK,Buckland,60357,86.2,24.4,2.6,0,95.4,0,0
613,613,AK,Buffalo Soapstone,68333,90.4,4.6,84.1,1.6,3.3,0.5,3.2
614,614,AK,Butte,81875,94.3,9.6,90.4,0.3,4.3,0.6,3.1
615,615,AK,Cantwell,56000,95,9.1,77.2,0.5,15.5,0,1.4
616,616,AK,Central,(X),82.2,5.2,92.7,0,4.2,0,1
617,617,AK,Chalkyitsik,29375,88.7,36.6,14.5,0,85.5,0,0
618,618,AK,Chase,-,65.2,0,100,0,0,0,0
619,619,AK,Chefornak,55625,74.3,18.4,3.3,0.2,95.7,0,0
620,620,AK,Chena Ridge,93532,96.5,4.9,83.8,1.3,6.2,1.8,3.2
621,621,AK,Chenega,(X),100,34.8,39.5,0,52.6,0,2.6
622,622,AK,Chevak,41136,82.8,32.8,2.3,0,94.9,0.3,0.1
623,623,AK,Chickaloon,40893,91.7,13.5,86.4,0,6.3,0.7,1.5
624,624,AK,Chicken,-,-,-,100,0,0,0,14.3
625,625,AK,Chignik,96250,100,0,34.1,0,57.1,3.3,1.1
626,626,AK,Chignik Lagoon,93438,84,0,20.5,0,62.8,1.3,3.8
627,627,AK,Chignik Lake,45000,68.2,8.6,2.7,0,94.5,0,0
628,628,AK,Chiniak,-,100,0,91.5,0,4.3,0,0
629,629,AK,Chisana,-,-,-,(X),(X),(X),(X),(X)
630,630,AK,Chistochina,(X),80,20.3,36.6,0,53.8,0,0
631,631,AK,Chitina,(X),82.6,15,64.3,0,19.8,0,2.4
632,632,AK,Chuathbaluk,43750,92,50.5,3.4,1.7,88.1,0,2.5
633,633,AK,Circle,17125,54.3,63.6,9.6,0,84.6,0,1.9
634,634,AK,Clam Gulch,(X),84.3,13.2,85.2,0,5.7,0,0.6
635,635,AK,Clark's Point,25833,74.2,55.4,11.3,0,88.7,0,0
636,636,AK,Coffman Cove,41786,91.9,6,94.3,0,4,0,1.1
637,637,AK,Cohoe,57228,95,16,89.5,0.4,4.5,0.4,2.2
638,638,AK,Cold Bay,86250,97.5,0,74.1,1.9,12,1.9,4.6
639,639,AK,Coldfoot,-,70,30,90,0,10,0,0
640,640,AK,College,73812,94.9,8.2,73.1,3.2,9.5,4.6,5.3
641,641,AK,Cooper Landing,64301,95.3,4.2,95.5,0,1.4,0.7,0
642,642,AK,Copper Center,39063,84.8,18.8,45.7,0,48.5,0.3,3
643,643,AK,Cordova,85833,91.6,5.8,70.3,0.4,8.8,10.9,4.2
644,644,AK,Covenant Life,31875,100,0,91.9,0,5.8,1.2,0
645,645,AK,Craig,63229,89.3,13.9,65,0.3,20,0.7,3.2
646,646,AK,Crooked Creek,31250,80.8,39.8,7.6,0,83.8,0,0
647,647,AK,Crown Point,56688,100,0,83.8,4.1,4.1,4.1,5.4
648,648,AK,Deering,50000,88,14,9,0,86.9,0,0
649,649,AK,Delta Junction,72500,95.4,10.6,88.1,1.8,3.2,1.1,4.7
650,650,AK,Deltana,74457,93.8,14.9,92.1,0.9,2.5,0.9,2.4
651,651,AK,Diamond Ridge,69375,97,9.2,91.7,0.2,3.1,1.3,2.1
652,652,AK,Dillingham,66875,93.6,12.3,30.7,0.4,55.9,1.3,2.9
653,653,AK,Diomede,16250,63.6,65.1,4.3,0,92.2,0,0
654,654,AK,Dot Lake,-,-,-,69.2,0,23.1,0,0
655,655,AK,Dot Lake Village,20625,64.9,25.9,8.1,0,82.3,0,0
656,656,AK,Dry Creek,(X),100,15.5,100,0,0,0,4.3
657,657,AK,Eagle,33125,90.7,25.8,90.7,0,8.1,0,0
658,658,AK,Eagle Village,(X),82.4,17.6,55.2,1.5,38.8,1.5,0
659,659,AK,Eek,39063,68.7,21.2,2.4,0,97.6,0,1
660,660,AK,Egegik,38125,91.1,17.6,47.7,0,39.4,0,1.8
661,661,AK,Eielson AFB,53388,96.6,6.8,80.3,7.8,0.9,2.6,7.9
662,662,AK,Ekwok,31875,63.4,28.6,5.2,0,90.4,0,2.6
663,663,AK,Elfin Cove,106667,100,0,70,0,5,0,0
664,664,AK,Elim,37188,86.9,29.3,7.3,0,89.7,0.3,0.3
665,665,AK,Emmonak,44773,83.9,25.8,3.1,0,96.3,0.1,0.1
666,666,AK,Ester,68163,95,9.1,84.6,2.1,6.7,1.2,3.3
667,667,AK,Eureka Roadhouse,-,-,-,75.9,0,6.9,3.4,6.9
668,668,AK,Evansville,23750,78.6,0,46.7,0,53.3,0,0
669,669,AK,Excursion Inlet,-,86.7,12.5,75,0,0,0,8.3
670,670,AK,Fairbanks,55229,91.2,13.1,66.1,9,10,3.6,9
671,671,AK,False Pass,55625,100,5.4,20,0,77.1,2.9,0
672,672,AK,Farmers Loop,100703,98.9,5.8,84,0.8,6.3,1.8,2.9
673,673,AK,Farm Loop,82250,92.4,4.1,88.8,0.8,4.2,0.9,1.9
674,674,AK,Ferry,-,100,100,97,0,0,0,0
675,675,AK,Fishhook,86917,94.5,4.8,87.5,0.6,3.6,1.2,2.8
676,676,AK,Flat,-,-,-,(X),(X),(X),(X),(X)
677,677,AK,Fort Greely,(X),100,0,78.3,4.3,1.9,1.5,13.2
678,678,AK,Fort Yukon,39583,77.1,18.5,7.7,0.5,89.2,0.2,0.3
679,679,AK,Four Mile Road,-,50,0,53.5,0,30.2,2.3,0
680,680,AK,Fox,76563,100,0,82,0.5,7.4,0.7,5.3
681,681,AK,Fox River,57083,37.9,17.1,98.8,0,0,1.2,0
682,682,AK,Fritz Creek,61875,92.7,11.7,89.9,0.5,2.9,0.8,2.6
683,683,AK,Funny River,59314,94.3,11.9,91,0.1,4.6,0.2,1.1
